,level_0,index,upa,upa_1,rivlength,relief,aelev_mean,aelev_min,aelev_max,bio12_mean,bio12_min,bio12_max,ndvi_mean,ndvi_min,ndvi_max,bio01_mean,bio01_min,bio01_max,SUB_AREA,COAST,PFAF_ID,DIST_MAIN,HYBAS_ID,DIST_SINK,NEXT_DOWN,ORDER,ENDO,MAIN_BAS,NEXT_SINK,SORT,UP_AREA,long,lat,geometry,elev_mean,elev_min,elev_max,MAT_C,DD,in_LGM,in_MIS6,glaciated,NUM_CODE,COMBO,RELICT,EXTENT,CONTENT,LANDFORM,bin_map,bin_relief,bin_map_2,bin_relief_2
6513,113.0,,45616,6483,0.678109215940666,31.5987548828125,272.1698770916211,254.62884521484375,286.22760009765625,362.86973591614486,359.0,368.0,7937.890571795393,7118,8784,-31.720322974924997,-33.0,-30.0,195.2,0,8225606602,2041.3,8100447100,2041.3,8100288780,4,0,8100009560,8100009560,17223,195.2,-116.12804882441365,60.10084146320528,POINT (3891560.1104978193 -817917.3176245335),,,,-3.1720322974924997,0.1421211855489302,True,,LGM,11,Slf,,Sporadic,l,f,8,0,2,0
24781,210.0,,50671,6748,0.5140673140243,335.6834411621094,491.0270021448808,370.9149475097656,706.598388671875,345.3846718462891,328.75,369.75,7773.850623152518,6596,8485,-111.5253305504514,-121.75,-105.0,187.6,0,3422966023,3319.2,3100261960,3319.2,3100260900,5,0,3100009130,3100009130,60439,187.6,107.11626703703111,64.42541347840279,POINT (-812938.8673714004 2643408.5355039733),,,,-11.15253305504514,0.13317282074559414,,,Not glaciated,17,Clr,,Continuous,l,r,8,5,2,1
819,64.0,,55551,5174,0.856918439043331,552.8574066162109,331.9989551319383,111.93482971191406,664.792236328125,333.144172845227,324.0,351.0,7573.234167438986,6231,8103,-61.333101637318514,-77.0,-53.0,196.1,0,8131058042,48.0,8100393600,48.0,8100162780,2,0,8100006790,8100006790,10094,196.1,-161.37861773667066,65.71570805696201,POINT (1460288.6421755715 -681835.0791213107),,,,-6.133310163731852,0.09313963745027093,,,Not glaciated,6,Dmf,,Discontinuous,m,f,7,8,2,2
1531,5.0,,65254,6548,1.088464555949826,654.3580932617188,340.45095198631446,155.48468017578125,809.8427734375,313.8006388177206,303.5,332.75,7738.692094948844,5352,8578,-79.14553675959081,-101.0,-72.75,224.2,0,8131086952,204.6,8100386320,204.6,8100144190,2,0,8100006940,8100006940,10267,224.2,-156.70055795750747,66.40804144251506,POINT (1690164.6183119104 -637281.2578443638),,,,-7.914553675959081,0.10034633892175192,,,Not glaciated,18,Dlr,,Discontinuous,l,r,7,10,2,3
77994,,,27120,2450,,884.0,,,,432.3143706041327,374.0,482.0,8384.803165863725,7301,8987,-36.90190186829603,-56.0,-17.0,149.6,0,3227841040,4471.8,3100684190,4471.8,3100683240,4,0,3100004740,3100004740,37135,149.6,109.09698617548376,50.07001175845336,POINT (-2531226.7347010337 2872823.923200813),1237.8871300757055,794.0,1678.0,-3.690190186829603,0.09033923303834808,,,Not glaciated,17,Clr,,Continuous,l,r,10,14,2,4
18300,129.0,,73590,9452,0.83108089800256,20.07940673828125,52.80249596877431,45.85919952392578,65.93860626220703,548.7333186895951,544.0,552.0,6935.61349367887,4364,8037,-39.40774130789508,-41.25,-37.75,293.6,0,3124182423,1820.8,3100345110,1820.8,3100349800,6,0,3100001840,3100001840,4386,293.6,74.89704320725998,62.31504470118623,POINT (-211032.4764005188 4218992.9528044965),,,,-3.9407741307895083,0.12844136431580377,,,Not glaciated,3,Shf,yes,Sporadic,h,f,13,0,3,0
92033,,,25220,3275,,273.0,,,,553.0545490706586,529.0,608.0,8540.7040211181,7493,9054,-23.234776162580445,-36.0,-19.0,132.6,0,4221270402,481.9,4100108430,481.9,4100108270,4,0,4100000880,4100000880,1190,132.6,136.0264083054456,52.234103983842516,POINT (-2176598.11876726 800296.1593524688),136.8920047732697,75.0,348.0,-2.3234776162580446,0.12985725614591595,,,Not glaciated,18,Dlr,,Discontinuous,l,r,13,4,3,1
77806,,,46990,4460,,536.0,,,,456.27985715533373,423.0,497.0,7820.542135187582,4501,8653,-71.37390949936436,-86.0,-58.0,218.3,0,3428502990,3612.1,3100512520,3612.1,3100512650,3,0,3100009130,3100009130,62507,218.3,109.8179084388572,57.2432818987038,POINT (-1676355.6882411656 2660294.5738325054),1027.7990858717696,785.0,1321.0,-7.137390949936436,0.09491381144924452,,True,MIS6,17,Clr,,Continuous,l,r,10,8,3,2
945,,,46770,4516,,775.0,,,,566.924484367845,549.0,581.0,6199.056235859165,2619,8282,-48.64538537231706,-65.0,-37.0,202.0,0,8224960804,2535.3,8100449490,2535.3,8100449160,4,0,8100009560,8100009560,20296,202.0,-130.59088437537744,59.82081818375265,POINT (3138882.302394323 -1232390.056458028),1453.487115285314,1122.0,1897.0,-4.864538537231706,0.09655762240752619,True,True,LGM,19,Slr,,Sporadic,l,r,13,12,3,3
78462,,,34966,3895,,1951.0,,,,467.47168261583784,326.0,600.0,6097.1375192302685,1567,8531,-83.70612239576546,-128.0,-31.0,173.1,0,3227667540,4302.3,3100584400,4302.3,3100586230,4,0,3100004740,3100004740,36588,173.1,110.67569163443245,54.797740214079035,POINT (-1977828.4523488558 2653127.4041206036),1616.8556230606766,526.0,2477.0,-8.370612239576547,0.11139392552765544,,,Not glaciated,17,Clr,,Continuous,l,r,11,19,3,4
32265,,,6699,647,,126.0,,,,996.0592401802959,990.0,1017.0,6842.401874999997,4533,7883,3.405988409529942,0.0,4.0,40.2,1,7235053070,0.0,7100032330,0.0,0,0,0,7100032330,7100032330,45327,40.2,-56.05782919195298,52.62958775765771,POINT (6286524.359425997 2295395.7018546695),39.603841607564995,0.0,126.0,0.34059884095299425,0.09658157934020004,True,True,LGM,20,Ilr,,Isolated,l,r,19,2,4,0
29971,,,28355,2945,,285.0,,,,770.1609422736774,737.0,814.0,7364.9245012104475,6416,8063,-55.47644315806399,-64.0,-51.0,139.2,0,7226508080,454.9,7100148840,454.9,7100149080,3,0,7100028670,7100028670,42455,139.2,-67.61032105662974,55.12709837459972,POINT (5955864.781140779 1471449.6465461948),580.3097282521303,468.0,753.0,-5.547644315806399,0.10386175277728796,True,True,LGM,19,Slr,,Sporadic,l,r,18,4,4,1
31344,,,24581,2874,,403.0,,,,834.8067432836378,777.0,873.0,7108.1248723476665,6307,8473,-52.40533967063369,-59.0,-40.0,121.5,0,7231802702,252.6,7100157580,252.6,7100159820,3,0,7100030940,7100030940,44086,121.5,-63.10602823405012,54.82770942434201,POINT (6021525.393444251 1781777.6116879608),563.5049107888829,289.0,692.0,-5.240533967063369,0.11691957202717546,True,True,LGM,19,Slr,,Sporadic,l,r,19,6,4,2
90243,,,23362,2401,,729.0,,,,700.1985377266525,652.0,780.0,8874.418580620006,7763,9265,-48.952563852602864,-73.0,-34.0,125.5,0,4226209090,2317.1,4100120440,2317.1,4101181290,3,0,4100000880,4100000880,7004,125.5,131.03259764598215,51.28128245077851,POINT (-2381021.0145219862 1145828.7961115022),577.5191655293429,329.0,1058.0,-4.895256385260287,0.10277373512541735,,,Not glaciated,19,Slr,,Sporadic,l,r,16,11,4,3
91610,,,24426,2711,,1427.0,,,,833.7585987974751,757.0,944.0,7030.330993016393,4180,8460,-82.6740112783359,-131.0,-48.0,123.3,0,4210600702,102.3,4100090190,102.3,4100090380,2,0,4100000240,4100000240,521,123.3,135.25400782352096,53.999691813699194,POINT (-1983031.7250326504 913801.589050161),1053.9456996676251,411.0,1838.0,-8.26740112783359,0.11098829116515188,,,Not glaciated,17,Clr,,Continuous,l,r,19,19,4,4
