,level_0,index,upa,upa_1,rivlength,relief,aelev_mean,aelev_min,aelev_max,bio12_mean,bio12_min,bio12_max,ndvi_mean,ndvi_min,ndvi_max,bio01_mean,bio01_min,bio01_max,SUB_AREA,COAST,PFAF_ID,DIST_MAIN,HYBAS_ID,DIST_SINK,NEXT_DOWN,ORDER,ENDO,MAIN_BAS,NEXT_SINK,SORT,UP_AREA,long,lat,geometry,elev_mean,elev_min,elev_max,MAT_C,DD,in_LGM,in_MIS6,glaciated,NUM_CODE,COMBO,RELICT,EXTENT,CONTENT,LANDFORM,bin_map,bin_relief,bin_map_2,bin_relief_2
27579,137.0,,41734,4998,0.46299498184639,96.33389282226562,289.5972331673172,239.4342041015625,335.7680969238281,311.59609219305077,306.0,318.0,7598.5686249025175,6711,8615,-81.97413569014812,-86.0,-79.0,169.3,0,3425809202,2562.5,3100853540,2562.5,3100367080,3,0,3100009130,3100009130,54831,169.3,121.05150769052041,61.79181797040012,POINT (-1193516.269433647 1941385.1422346586),,,,-8.197413569014811,0.11975847031197585,,,Not glaciated,17,Clr,,Continuous,l,r,7,1,2,0
3718,,,52947,7668,,247.0,,,,398.43500426272124,396.0,410.0,7937.962358878083,6936,8602,-19.94485157979038,-30.0,-15.0,233.8,0,8225488220,2403.9,8100308210,2403.9,8100310050,6,0,8100009560,8100009560,19483,233.8,-119.94345241429669,59.05358769896376,POINT (3762232.0659074937 -1045330.4624347622),432.8813671710168,360.0,607.0,-1.9944851579790381,0.14482406935237124,True,,LGM,11,Slf,,Sporadic,l,f,9,3,2,1
585,62.0,,43155,5006,0.809691259215978,408.7727508544922,114.10809122222318,30.293991088867188,439.0667419433594,442.27638675729014,437.0,454.0,7197.266169699631,6729,7895,-28.59386099539576,-44.0,-25.0,168.8,0,8131011443,21.4,8100422050,21.4,8100421780,2,0,8100005580,8100005580,9639,168.8,-162.87134180901688,62.90296362557514,POINT (1317565.3614302673 -986529.7251646761),,,,-2.8593860995395763,0.11600046344571892,,,Not glaciated,6,Dmf,,Discontinuous,m,f,10,6,2,2
28575,68.0,,71901,7582,1.1626629372786,685.8068542480469,443.75749469992627,234.84756469726562,920.6544189453125,334.6925905386509,314.25,393.75,7350.4296024818805,6277,8067,-144.44785889955148,-171.75,-133.5,238.1,0,3421762400,983.1,3100164770,983.1,3100164760,4,0,3100009130,3100009130,48862,238.1,125.96871305479513,67.28821043620997,POINT (-539915.570467954 1734446.3042745069),,,,-14.44478588995515,0.10545055006189065,,True,MIS6,5,Cmf,,Continuous,m,f,7,10,2,3
2422,57.0,,37582,2647,0.680351130433423,890.5540771484375,695.3710820834394,366.617919921875,1257.1719970703125,311.12150771430265,307.0,315.5,7062.324983618273,5620,7920,-78.90447965687738,-102.5,-67.25,127.9,0,8122060262,1446.9,8100384370,1446.9,8100139920,5,0,8100005510,8100005510,5390,127.9,-150.20835576201034,66.64753435050453,POINT (1990444.3069653022 -627709.7524248101),,,,-7.890447965687739,0.0704326539300729,,,Not glaciated,6,Dmf,,Discontinuous,m,f,7,14,2,4
12217,,,27268,3079,,72.0,,,,508.7308580416303,502.0,517.0,7892.060584222151,5789,8689,-28.09386921892778,-31.0,-27.0,129.1,0,7118230580,1234.1,7100125830,1234.1,7100900220,3,0,7100021740,7100021740,23416,129.1,-102.58707607882604,56.51832918162691,POINT (4814324.595618343 -586732.7799808541),361.38737366976756,335.0,407.0,-2.809386921892778,0.11291623881472788,True,True,LGM,19,Slr,,Sporadic,l,r,12,1,3,0
22055,132.0,,68821,7908,1.000581712651,222.44442749023438,521.572677738132,420.4242858886719,642.8687133789062,535.1753869564549,513.0,566.25,7982.13360180759,6769,8916,-104.37020243163894,-114.5,-98.5,245.8,0,3222606070,1683.2,3100228040,1683.2,3100229310,4,0,3100004740,3100004740,25618,245.8,94.34377126393989,65.46515759641441,POINT (-492096.88951158803 3197021.2895598365),,,,-10.437020243163895,0.11490678717252002,,True,MIS6,17,Clr,,Continuous,l,r,12,3,3,1
74951,,,28010,2869,,434.0,,,,559.3977709079076,512.0,613.0,8624.744760820044,6912,9062,-19.995574357305564,-30.0,-10.0,147.1,0,3227558030,3662.3,3100639450,3662.3,3100962360,2,0,3100004740,3100004740,34925,147.1,105.01109136085958,52.3029730435668,POINT (-2189420.158447879 3121682.575576688),814.1936706801172,603.0,1037.0,-1.9995574357305566,0.10242770439128883,,,Not glaciated,20,Ilr,,Isolated,l,r,13,6,3,2
35719,125.0,,48535,5792,0.61989853723632,772.9734745025635,210.0726159965087,9.086217880249023,782.0596923828125,517.5736347044779,481.0,609.0,7072.486048715423,2956,8237,-34.78522041274739,-68.0,-21.0,206.4,0,3541939960,0.0,3100013520,0.0,0,1,0,3100013520,3100013520,79174,206.4,170.10375220483772,60.321110882594105,POINT (-160102.5081798709 -583797.4462973559),,,,-3.4785220412747395,0.11933656124446276,,True,MIS6,17,Clr,,Continuous,l,r,12,12,3,3
35632,38.0,,30632,3034,0.6176671493184,965.3858642578125,918.3997457557324,534.1783447265625,1499.564208984375,567.2539470955892,504.0,674.0,6079.205160105452,3447,7751,-96.31156136141472,-130.0,-75.0,123.9,0,3541969060,210.4,3100357820,210.4,3100358700,2,0,3100013620,3100013620,79366,123.9,169.96260915507364,61.88076969064444,POINT (-47957.54152779118 -437428.611146695),,,,-9.631156136141472,0.09904674849830243,True,True,LGM,17,Clr,,Continuous,l,r,13,15,3,4
90335,,,29977,3994,,99.0,,,,647.931358392485,641.0,659.0,8570.925506528249,7668,9047,-39.813819519387124,-43.0,-37.0,156.9,0,4226460302,2456.7,4100105820,2456.7,4100106100,5,0,4100000880,4100000880,7828,156.9,131.3520059529473,52.44400854259681,POINT (-2235068.054312801 1149751.6192662166),320.4862215196607,278.0,377.0,-3.9813819519387126,0.1332354805350769,,,Not glaciated,18,Dlr,,Discontinuous,l,r,15,1,4,0
21391,105.0,,26287,2955,0.243060515706,275.0696716308594,368.87962640360837,239.26016235351562,514.329833984375,612.5363735862826,588.25,635.0,8332.02342007435,7019,9229,-70.21188434877779,-77.5,-63.5,101.7,0,3223895060,1426.7,3100307490,1426.7,3100304860,3,0,3100004740,3100004740,24465,101.7,91.65455189773935,63.19402246257298,POINT (-666186.2941495497 3438322.592892653),,,,-7.021188434877779,0.11241297979990109,,True,MIS6,19,Slr,,Sporadic,l,r,14,4,4,1
93620,,,109350,11406,,532.0,,,,638.9400913202106,613.0,711.0,8575.978890268892,1570,9421,-17.121490835208526,-41.0,-10.0,580.9,1,4210909901,0.0,4100000840,0.0,0,0,0,4100000840,4100000840,717,580.9,141.10925070097082,53.11664150318352,POINT (-1952441.384458154 474146.59544353),113.75281357796523,-1.0,531.0,-1.7121490835208526,0.10430727023319616,,,Not glaciated,20,Ilr,,Isolated,l,r,15,8,4,2
93049,,,19160,2181,,750.0,,,,609.4958453370161,571.0,695.0,8718.447608390281,8128,9151,-28.699102402323756,-54.0,-15.0,101.2,0,4221322602,338.9,4100111560,338.9,4100112080,5,0,4100000880,4100000880,1002,101.2,139.0583398047741,52.0144603342874,POINT (-2132957.28587397 572199.8242264844),397.5396538177662,135.0,885.0,-2.8699102402323757,0.11383089770354907,,,Not glaciated,20,Ilr,,Isolated,l,r,14,11,4,3
38593,,,19074,2581,,2049.0,,,,843.6697750041842,764.0,1011.0,8009.56074408818,4729,9366,40.15407789972024,3.0,114.0,113.4,0,2140200800,142.6,2100529260,142.6,2101176720,2,0,2100012960,2100012960,20497,113.4,11.486619717896337,46.14095015282441,POINT (3623314.719784799 6847813.680506348),1730.767974559452,365.0,2414.0,4.015407789972024,0.13531508860228583,,,Not glaciated,20,Ilr,,Isolated,l,r,19,19,4,4
