,level_0,index,upa,upa_1,rivlength,relief,aelev_mean,aelev_min,aelev_max,bio12_mean,bio12_min,bio12_max,ndvi_mean,ndvi_min,ndvi_max,bio01_mean,bio01_min,bio01_max,SUB_AREA,COAST,PFAF_ID,DIST_MAIN,HYBAS_ID,DIST_SINK,NEXT_DOWN,ORDER,ENDO,MAIN_BAS,NEXT_SINK,SORT,UP_AREA,long,lat,geometry,elev_mean,elev_min,elev_max,MAT_C,DD,in_LGM,in_MIS6,glaciated,NUM_CODE,COMBO,RELICT,EXTENT,CONTENT,LANDFORM,bin_map,bin_relief,bin_map_2,bin_relief_2,notes
70818,,,34536,3983,,150,,,,422.9525219,403,434,8644.599178,7576,9299,-28.18359607,-32,-22,157.9,0,3227253222,2192.7,3100903330,2192.7,3100499600,4,0,3100004740,3100004740,28545,157.9,96.9680739,57.80725509,POINT (-1375114.8348353584 3434871.297622917),355.0208782,261,411,-2.818359607,0.115328932,,,Not glaciated,20,Ilr,,Isolated,l,r,10,2,2,0,
27960,144,,55335,5783,0.55847087,241.3070068,505.2602521,344.59021,585.8972168,372.4910762,352,384,8451.756481,7595,9241,-80.66296053,-86,-70,236.4,0,3425708800,2372.4,3100423900,2372.4,3100423360,3,0,3100009130,3100009130,53824,236.4,122.1580955,60.16745506,POINT (-1383611.7458839645 1872493.005996332),,,,-8.066296053,0.1045089,,,Not glaciated,17,Clr,,Continuous,l,r,8,3,2,1,
31917,26,,30615,4321,0.534568602,437.5829773,315.3701759,213.0563049,650.6392822,384.8299858,379,415,7356.029195,6665,8305,-71.47146001,-91,-64,130.1,0,3560222740,183.5,3100416800,183.5,3100417010,3,0,3100019510,3100019510,83184,130.1,146.9703506,60.35066264,POINT (-998398.039429538 474193.81075687613),,,,-7.147146001,0.141139964,,,Not glaciated,6,Dmf,,Discontinuous,m,f,9,6,2,2,
33050,71,,94848,11634,1.113367305,792.5419006,445.8121724,217.6151428,1010.157043,305.9138524,285,354.5,7452.319184,4197,8783,-125.2619914,-153.75,-114.75,360.1,0,3518702605,1155.3,3100281210,1155.3,3100280910,3,0,3100010910,3100010910,74173,360.1,151.8697326,63.7570257,POINT (-516810.03369654063 435267.77783634),,,,-12.52619914,0.122659413,,TRUE,MIS6,13,Chr,,Continuous,h,r,7,12,2,3,
80576,,,24794,3196,,814,,,,383.2228741,352,449,7687.203766,5616,8651,-69.915128,-95,-56,123.7,0,3429644602,4312.6,3100591990,4312.6,3100592660,6,0,3100009130,3100009130,64351,123.7,113.4546314,54.44831929,POINT (-2047128.8654017895 2464358.627225228),1151.482492,868,1682,-6.9915128,0.128902154,,,Not glaciated,17,Clr,,Continuous,l,r,9,12,2,4,
17765,49,,63569,8182,0.860998374,15.4807663,32.22841634,23.97068787,39.45145416,552.6081553,549.5,555.25,7006.805294,4971,7735,-28.05465995,-29,-26,258.8,0,3124161403,1486.7,3100369120,1486.7,3100369920,4,0,3100001840,3100001840,3257,258.8,71.88131641,61.69503969,POINT (-139927.88513708487 4386553.765435148),,,,-2.805465995,0.128710535,,,Not glaciated,3,Shf,yes,Sporadic,h,f,13,0,3,0,
87906,,,30476,3384,,215,,,,453.0517406,430,472,8261.718896,7507,9013,-83.99208936,-88,-79,133.8,0,3424708093,3180.4,3100448080,3180.4,3100450180,3,0,3100009130,3100009130,59371,133.8,127.0692658,59.24311498,POINT (-1469293.4783616755 1569766.3737663254),536.2267167,415,630,-8.399208936,0.111038194,,,Not glaciated,17,Clr,,Continuous,l,r,10,3,3,1,
88184,,,43177,4135,,552,,,,599.8841618,553,649,8452.730979,7673,8967,-61.68153479,-79,-46,216.7,0,4226604870,2674.3,4100089020,2674.3,4100089100,5,0,4100000880,4100000880,9203,216.7,126.2119454,54.1965152,POINT (-2080324.1443790197 1555874.196431992),761.6782906,479,1031,-6.168153479,0.09576858,,,Not glaciated,18,Dlr,,Discontinuous,l,r,14,8,3,2,
55983,,,30874,4908,,647,,,,574.4811832,530,654,8275.117032,3961,9172,-14.73407096,-37,-4,155.1,0,2832444953,2960.7,2101094170,2960.7,2101095000,5,0,2100068680,2100068680,70937,155.1,58.1992409,54.22233598,POINT (61989.96929712803 5614488.418740917),947.3911927,751,1398,-1.473407096,0.158968712,,,Not glaciated,19,Slr,,Sporadic,l,r,13,10,3,3,
9734,,,23777,3259,,1185,,,,583.621534,482,704,7225.719962,4835,8624,7.70949185,-18,45,156.4,0,7729209802,2149.2,7100540470,2149.2,7100542100,4,0,7100008710,7100008710,10201,156.4,-107.3940329,39.97762704,POINT (6008452.557880261 -2358248.3455240577),3010.820709,2306,3491,0.770949185,0.137065231,,,Not glaciated,20,Ilr,,Isolated,l,r,13,18,3,4,
28345,,,50772,6171,,135,,,,628.3598941,615,652,6693.578143,5584,7593,-60.11354068,-64,-58,242.2,0,7226260930,425.9,7100131140,425.9,7100902070,3,0,7100028670,7100028670,42414,242.2,-72.42166864,56.27117713,POINT (5762180.160095625 1171339.3265462583),384.865401,334,469,-6.011354068,0.12154337,TRUE,TRUE,LGM,19,Slr,,Sporadic,l,r,14,2,4,0,
31511,,,38280,4942,,342,,,,937.1880964,890,980,7273.75958,5563,8399,-26.86316366,-34,-18,191.3,0,7231902085,64.9,7100163490,64.9,7100162860,2,0,7100031050,7100031050,44137,191.3,-60.85428668,54.42185865,POINT (6076456.868777955 1939215.0533236915),322.7003998,134,476,-2.686316366,0.129101358,TRUE,TRUE,LGM,20,Ilr,,Isolated,l,r,19,5,4,1,
30643,,,41566,4811,,430,,,,978.3551178,938,1024,7550.083834,6749,8340,-28.61545717,-38,-17,223.1,0,7240205024,155.5,7100947600,155.5,7100947890,2,0,7100033690,7100033690,46365,223.1,-66.07348217,51.30583791,POINT (6435427.084099376 1528065.749231214),628.9847775,392,822,-2.861545717,0.115743637,TRUE,TRUE,LGM,20,Ilr,,Isolated,l,r,19,6,4,2,
89891,,,37387,3316,,695,,,,723.4826035,689,799,8768.806383,8123,9240,-51.53073341,-76,-40,202.6,0,4225632024,1977.9,4101183840,1977.9,4101183900,4,0,4100000880,4100000880,5394,202.6,131.1480282,50.87476396,POINT (-2428895.5483073285 1127229.1815864318),687.180414,472,1167,-5.153073341,0.088693931,,,Not glaciated,19,Slr,,Sporadic,l,r,17,11,4,3,
94784,,,107464,12656,,1267,,,,780.1094353,697,913,7138.438284,3824,8441,-56.84440202,-96,-28,513.8,0,3542460242,356.3,3100546070,356.3,3100547000,5,0,3100014970,3100014970,80011,513.8,158.7107727,56.16947952,POINT (-1015637.7350280834 -416912.4568435936),899.214276,372,1639,-5.684440202,0.117769672,TRUE,TRUE,LGM,18,Dlr,,Discontinuous,l,r,18,19,4,4,
