,OverallAccuracy,Frequency_Weighted_Intersection_over_Union,MeanIntersectionOverUnion,MatthewsCorrelationCoefficient
321,0.6947860717773438,0.5318744745807489,0.4918226242181317,0.3066284
322,0.8059730529785156,0.7033875437226792,0.4865352454513275,0.18827225
323,0.7933883666992188,0.6990537220493758,0.5536507339456819,0.39882126
324,0.5754737854003906,0.4799829002429868,0.3520846479619415,0.10541314
325,0.5824813842773438,0.4546652830548693,0.382796385515853,0.15831771
326,0.8310813903808594,0.782276116237002,0.49936589861639696,0.2570958
327,0.8900032043457031,0.8118583535979269,0.44500160217285156,-0.046741277
328,0.9093971252441406,0.8407861501836559,0.8122046989663524,0.80457413
329,0.8385543823242188,0.74824304829615,0.42015005015321955,-0.07907146
330,0.7408676147460938,0.7289467636146583,0.3704338073730469,-0.07246203
331,0.8369102478027344,0.803753272034572,0.4203712067107849,-0.06673074
332,0.9796905517578125,0.9664981550304219,0.48984527587890625,-0.009698259
333,0.9683570861816406,0.9483729701283047,0.5531440584790731,0.22931087
334,0.8944435119628906,0.8844874132065276,0.45052276010856296,-0.011569924
335,0.7259941101074219,0.6917363731755449,0.3712212221629506,-0.067802824
336,0.8680419921875,0.8169036605473023,0.5238182319868242,0.25545195
337,0.7271270751953125,0.6181011445266915,0.4594702273561523,0.1884539
338,0.8262405395507812,0.742566744241436,0.5928458057325061,0.47034472
339,0.7472076416015625,0.5894994340053545,0.5936359894046188,0.5711549
340,0.9195709228515625,0.8842820539696018,0.6740169726515103,0.6265275
341,0.8687362670898438,0.837757314206101,0.4343681335449219,-0.06252199
342,0.8123130798339844,0.7333977615198819,0.4061565399169922,-0.10349852
343,0.9180564880371094,0.8471120991031186,0.74642685717127,0.710934
344,0.6123771667480469,0.5983025759026683,0.30860483221242735,-0.08301137
345,0.875,0.8333993762190495,0.5944044239753171,0.5172982
346,0.9897613525390625,0.9797354684008565,0.6699128138712431,0.5828317
347,0.9855804443359375,0.9716495825855508,0.6261178703788953,0.4991195
348,0.3315849304199219,0.18440039533763974,0.1981247591854648,0.1811928
349,0.9014396667480469,0.8194052425828617,0.7343526129435125,0.6933446
350,0.9169349670410156,0.8521181647144174,0.7409286003550373,0.6836345
351,0.6405220031738281,0.5830615600438995,0.36330623198305917,0.08778
